date,sForwardRtn_10,sForwardRtn_20,sForwardRtn_30,sForwardRtn_40,sForwardRtn_50,sForwardRtn_60,sForwardRtn_70,sForwardRtn_80,sForwardRtn_90,sForwardRtn_100
2023-05-05,0.0043792610745747584,0.009218455502343126,0.013203007968081604,0.015988372259889028,0.016423629865569556,0.015787962980883807,0.01504911312045143,0.016617128423384142,0.01841307261842584,0.019433572175799885
2023-05-08,0.003840988930057465,0.006829516693391713,0.009254002397907413,0.01099246986016944,0.01193906804895506,0.012118171912499531,0.011205237989487915,0.00903755061896705,0.004947610943279002,0.0007245416763018708
2023-05-09,0.005198913300590968,0.009742858106340457,0.01223255519516997,0.012703636684562536,0.010270848038172131,0.009101207903944308,0.010022497996909019,0.011798193782495026,0.013799809252988182,0.01517150495660613
2023-05-10,0.003893174874260219,0.00807344083199446,0.008085111494508745,0.007441045488914888,0.007916433149158686,0.0076802651995422355,0.010859074018072956,0.012047379197974828,0.012111116857141502,0.012336110202882167
2023-05-11,0.0028018099606391678,0.0040153907224934615,0.003876821611272452,0.0028136970932417515,0.00195278030050694,0.0006153614950464847,-0.0010843826601654172,-0.002894944906735475,-0.004963279311479107,-0.006443559643658281
2023-05-12,0.003807139832607609,0.00989400262836504,0.016602558357077024,0.02051871572311903,0.022935054133445765,0.023773507933522287,0.023613888933378013,0.02303802487159934,0.01984809531281473,0.016352170046470604
2023-05-15,0.011668758974796467,0.019342672383955706,0.02320852696002973,0.028002714673895368,0.03056052649645058,0.02932373251602527,0.028396195815479697,0.027029165444228287,0.02629676886204879,0.026377405520806918
2023-05-16,0.004560256039986554,0.007800534713198859,0.010029812019531792,0.010666904147871636,0.009447242726605132,0.006474937040123696,0.0038822992768371423,0.00214890436792603,0.0012379021283129843,-0.0008404994806063826
2023-05-17,0.00564072165158136,0.007564817538318391,0.004050765790419297,0.000270529111307094,-0.0042072211836337026,-0.012105158544432726,-0.019780412411550596,-0.025563504779989588,-0.03142933414067728,-0.03763557414307872
2023-05-18,0.003537504663243096,0.007097440405738009,0.009525177249560701,0.006436245324978662,-0.0009975541326379123,-0.004868752641093987,-0.007516414399671101,-0.010066944648393195,-0.008474591594662462,-0.00991761570993055
2023-05-19,0.004015444797326406,0.006338449553004777,0.005693820716774933,0.0037182820632220004,0.001484024844028542,0.0007881747825283503,0.00019459507950292387,0.0002948113639589245,-9.259097452063436e-05,-0.000995996750134731
2023-05-22,0.004329598033990023,0.007373333366752943,0.010012620341429468,0.01250296731624434,0.015095561781200306,0.014437230030895143,0.011845461907708299,0.008738732249413794,0.006177731801542241,0.004553274563749543
2023-05-23,0.003124248426202181,0.005608341763407854,0.005422585265512647,0.004606644139211857,0.005843794175560357,0.01058542404365137,0.012659877761471372,0.012301514134712699,0.009873371947275555,0.010606292570290665
2023-05-24,0.0021977125599066394,0.001437412651788983,-0.00235276639263593,-0.007136496718588514,-0.007766199553780551,-0.007708213906114425,-0.0034441287530937448,-0.0024997533542692185,-0.0018024053918925809,-0.002054924468845476
2023-05-25,0.0019433792207229628,0.0048633559347788236,0.006457854052337009,0.008412532066682576,0.009963391573370228,0.011943571781255269,0.012106974874527276,0.012711143142942638,0.013310294491653218,0.012942624238458933
2023-05-26,0.006812534514146762,0.01409166786890581,0.018113940994113897,0.01843207050615603,0.014872160142343605,0.013484227587990172,0.013037297515264834,0.012753715034394597,0.011274773789533676,0.009814091380552004
2023-05-29,0.0018098273896557382,0.002394757514199264,0.0014045287709610887,-0.0007967772657848649,-0.0012889840766923122,0.0010299072214855487,0.0009701324557375157,-0.00027162577996087123,-0.0008383990751079651,-0.0008200744290465245
2023-05-30,-0.0005309835315012723,-0.0004993004171112148,0.0014096307200310854,0.0017185860362114447,0.002808057528089547,0.0037916635849465363,0.0014263040557679352,0.0012101503423653792,0.0029921407109635423,0.007524700236742343
2023-05-31,0.0013090464439944327,0.0008828134880154437,-0.0010311244963288058,-0.0012392207151930013,-0.0019412272674981246,-0.001475239211800261,-0.002980619716409949,-0.007815176589650363,-0.010558262826210418,-0.012421379307440583
2023-06-01,0.0010242356765522986,0.0024115263406369047,0.0014024661495807278,-0.001893310075174126,-0.003389903542252881,-0.003425686405092332,-0.004239149794428521,-0.004206894515065951,-0.004132897450464412,-0.0007162101794231379
2023-06-02,0.004004955440319091,0.007206114396644536,0.008617519132216978,0.005664173847139575,0.0024038926386203974,-0.0002924605435286054,-0.001268904155099948,-0.0029461196016264957,-0.004149508508584532,-0.003714540166675828
2023-06-07,0.005131889152128588,0.01007845466036661,0.013599100335675796,0.016917179558144757,0.016053279577691093,0.01631678234819245,0.0176395601681818,0.01716480485527727,0.020572942728480537,0.022193935064183767
2023-06-08,-0.0004942310498583513,-0.003800622524197772,0.000607569024601351,0.003338629253139991,0.004275266299657243,0.0015304144712444678,0.0024039555735940743,0.003448647078314382,0.002868518228180794,0.0004798940207686453
2023-06-09,-0.0007906050251440533,-0.00828249140837678,-0.011504094174456636,-0.010388864402782083,-0.007475709199386893,-0.0072356228723542415,-0.007014705822428802,-0.0044290263250472695,-0.004972403594189823,-0.009476654671591644
2023-06-12,0.0018708771301861882,0.0033514351060660585,0.0014093041192994038,0.0036422140412207815,0.005872761441031327,0.005926221655546127,0.003589394208362795,0.0017013126743453677,0.00024440111192503,-0.0007397409746703332
2023-06-13,0.0033617477487424274,0.00394704208536667,0.002204549697325753,0.0019460757641519555,0.0008950519304675719,0.0015820308462726196,0.0005918683249697132,0.0006745425231888813,0.0011492963747989915,0.000753544412472773
2023-06-14,0.0036917046592647162,0.0058470348033207165,0.007782971838276587,0.011203669007538442,0.011994333150709857,0.013754655245519554,0.014076019853658361,0.01452780739662507,0.014020363488737364,0.012317404906104779
2023-06-15,0.0038841766871158256,0.006119559924533946,0.008791514311361603,0.012084044812507133,0.014478253385212136,0.016893765632892577,0.0172153192566995,0.017914552791033378,0.018632051805114735,0.019193848252929246
2023-06-16,0.0056340898875836265,0.011227146056080217,0.013827789805432533,0.015864240552656894,0.017931560344699005,0.019827497033802044,0.02211438870025617,0.025131904492393886,0.026085876097671545,0.026599358120614758
2023-06-19,0.001550600434165994,0.0037509666749437898,0.003428273195988374,0.002809455067059319,0.005421673709901875,0.005160765957851754,0.0028723329547635235,0.002532390740531465,0.0020311328625137737,0.002416300553387818
