,return,sharpe_ratio,max_drawdown,total_pnl,std,time
0,0.0,0.0,0.0,0.0,0.0,09:00:00
0,0.0,0.0,0.0,0.0,0.0,09:00:02.923000
0,0.0,0.0,0.0,0.0,0.0,09:00:03.054000
0,0.0,0.0,0.0,0.0,0.0,09:00:03.777000
0,0.0,0.0,0.0,0.0,0.0,09:00:05.406000
0,0.0,0.0,0.0,0.0,0.0,09:00:10.010000
0,0.0,0.0,0.0,0.0,0.0,09:00:10.437000
0,0.0,0.0,0.0,0.0,0.0,09:00:10.665000
0,0.0,0.0,0.0,0.0,0.0,09:00:10.841000
0,0.0,0.0,0.0,0.0,0.0,09:00:12.748000
0,0.0,0.0,0.0,0.0,0.0,09:00:14.165000
0,0.0,0.0,0.0,0.0,0.0,09:00:16.084000
0,0.0,0.0,0.0,0.0,0.0,09:00:16.719000
0,0.0,0.0,0.0,0.0,0.0,09:00:17.022000
0,0.0,0.0,0.0,0.0,0.0,09:00:17.646000
0,0.0,0.0,0.0,0.0,0.0,09:00:17.686000
0,0.0,0.0,0.0,0.0,0.0,09:00:17.919000
0,0.0,0.0,0.0,0.0,0.0,09:00:18.464000
0,0.0,0.0,0.0,0.0,0.0,09:00:18.687000
0,0.0,0.0,0.0,0.0,0.0,09:00:18.756000
0,0.0,0.0,0.0,0.0,0.0,09:00:19.354000
0,0.0,0.0,0.0,0.0,0.0,09:00:20.246000
0,0.0,0.0,0.0,0.0,0.0,09:00:21.282000
0,0.0,0.0,0.0,0.0,0.0,09:00:22.794000
0,0.0,0.0,0.0,0.0,0.0,09:00:23.326000
0,0.0,0.0,0.0,0.0,0.0,09:00:24.306000
0,0.0,0.0,0.0,0.0,0.0,09:00:25.813000
0,0.0,0.0,0.0,0.0,0.0,09:00:26.216000
0,0.0,0.0,0.0,0.0,0.0,09:00:27.655000
0,0.0,0.0,0.0,0.0,0.0,09:00:27.945000
0,0.0,0.0,0.0,0.0,0.0,09:00:29.701000
0,0.0,0.0,0.0,0.0,0.0,09:00:29.954000
0,0.0,0.0,0.0,0.0,0.0,09:00:30.709000
0,0.0,0.0,0.0,0.0,0.0,09:00:31.187000
0,0.0,0.0,0.0,0.0,0.0,09:00:32.923000
0,0.0,0.0,0.0,0.0,0.0,09:00:33.168000
0,0.0,0.0,0.0,0.0,0.0,09:00:33.381000
0,0.0,0.0,0.0,0.0,0.0,09:00:33.430000
0,0.0,0.0,0.0,0.0,0.0,09:00:34.283000
0,0.0,0.0,0.0,0.0,0.0,09:00:34.731000
0,0.0,0.0,0.0,0.0,0.0,09:00:35.210000
0,0.0,0.0,0.0,0.0,0.0,09:00:35.811000
0,0.0,0.0,0.0,0.0,0.0,09:00:36.782000
0,0.0,0.0,0.0,0.0,0.0,09:00:36.914000
0,0.0,0.0,0.0,0.0,0.0,09:00:37.750000
0,0.0,0.0,0.0,0.0,0.0,09:00:37.790000
0,0.0,0.0,0.0,0.0,0.0,09:00:38.441000
0,0.0,0.0,0.0,0.0,0.0,09:00:38.629000
0,0.0,0.0,0.0,0.0,0.0,09:00:38.788000
0,0.0,0.0,0.0,0.0,0.0,09:00:39.556000
0,0.0,0.0,0.0,0.0,0.0,09:00:41.363000
0,0.0,0.0,0.0,0.0,0.0,09:00:41.602000
0,0.0,0.0,0.0,0.0,0.0,09:00:42.865000
0,0.0,0.0,0.0,0.0,0.0,09:00:43.364000
0,0.0,0.0,0.0,0.0,0.0,09:00:43.515000
0,0.0,0.0,0.0,0.0,0.0,09:00:44.021000
0,0.0,0.0,0.0,0.0,0.0,09:00:44.929000
0,0.0,0.0,0.0,0.0,0.0,09:00:45.164000
0,0.0,0.0,0.0,0.0,0.0,09:00:47.076000
0,0.0,0.0,0.0,0.0,0.0,09:00:47.096000
0,0.0,0.0,0.0,0.0,0.0,09:00:47.401000
0,0.0,0.0,0.0,0.0,0.0,09:00:48.563000
0,0.0,0.0,0.0,0.0,0.0,09:00:49.363000
0,0.0,0.0,0.0,0.0,0.0,09:00:49.396000
0,0.0,0.0,0.0,0.0,0.0,09:00:50.024000
0,0.0,0.0,0.0,0.0,0.0,09:00:50.180000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.118000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.139000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.174000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.183000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.627000
0,0.0,0.0,0.0,0.0,0.0,09:00:51.877000
0,0.0,0.0,0.0,0.0,0.0,09:00:52.031000
0,0.0,0.0,0.0,0.0,0.0,09:00:52.034000
0,0.0,0.0,0.0,0.0,0.0,09:00:53.663000
0,0.0,0.0,0.0,0.0,0.0,09:00:53.713000
0,0.0,0.0,0.0,0.0,0.0,09:00:54.700000
0,0.0,0.0,0.0,0.0,0.0,09:00:56.954000
0,0.0,0.0,0.0,0.0,0.0,09:00:57.971000
0,0.0,0.0,0.0,0.0,0.0,09:00:58.031000
0,0.0,0.0,0.0,0.0,0.0,09:00:58.639000
0,0.0,0.0,0.0,0.0,0.0,09:00:58.654000
0,0.0,0.0,0.0,0.0,0.0,09:00:58.867000
0,0.0,0.0,0.0,0.0,0.0,09:00:59.805000
0,0.0,0.0,0.0,0.0,0.0,09:00:59.824000
0,0.0,0.0,0.0,0.0,0.0,09:00:59.922000
0,0.0,0.0,0.0,0.0,0.0,09:00:59.950000
0,0.0,0.0,0.0,0.0,0.0,09:01:00.389000
0,0.0,0.0,0.0,0.0,0.0,09:01:02.815000
0,0.0,0.0,0.0,0.0,0.0,09:01:02.848000
0,0.0,0.0,0.0,0.0,0.0,09:01:03.271000
0,0.0,0.0,0.0,0.0,0.0,09:01:04.404000
0,0.0,0.0,0.0,0.0,0.0,09:01:06.167000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.008000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.043000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.155000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.534000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.574000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.585000
0,0.0,0.0,0.0,0.0,0.0,09:01:07.953000
0,-5.000000000032756e-06,-0.09950371902099892,-5.000000000032756e-06,-5.0,4.975185951082539e-07,09:01:09.894000
0,-5.000000000032756e-06,-0.14072640679214207,-5.000000000032756e-06,-5.0,6.966653801636832e-07,09:01:14.395000
0,-5.000000000032756e-06,-0.17236222864675912,-5.000000000032756e-06,-5.0,8.449128855288642e-07,09:01:14.941000
0,-5.000000000032756e-06,-0.19903613896824018,-5.000000000032756e-06,-5.0,9.66194849366719e-07,09:01:16.778000
0,0.0,-0.19805751644620614,-5.000000000032756e-06,0.0,9.617215942883593e-07,09:01:16.988000
0,-5.000000000032756e-06,-0.22144507820267884,-5.000000000032756e-06,-5.0,1.0650453761246231e-06,09:01:17.020000
0,-5.000000000032756e-06,-0.2425917246889779,-5.000000000032756e-06,-5.0,1.1557435940446835e-06,09:01:17.024000
0,-5.000000000032756e-06,-0.26204045461210496,-5.000000000032756e-06,-5.0,1.2367329867287848e-06,09:01:17.126000
0,-5.000000000032756e-06,-0.2801450385419574,-5.000000000032756e-06,-5.0,1.3099374487464383e-06,09:01:17.651000
0,-5.000000000032756e-06,-0.29715119027691667,-5.000000000032756e-06,-5.0,1.3767096430351004e-06,09:01:18.092000
0,-5.000000000032756e-06,-0.3132378008799354,-5.000000000032756e-06,-5.0,1.4380462676854888e-06,09:01:18.559000
0,-5.000000000032756e-06,-0.3285399099328275,-5.000000000032756e-06,-5.0,1.4947085992537374e-06,09:01:19.114000
0,-5.000000000032756e-06,-0.3431624230757686,-5.000000000032756e-06,-5.0,1.5472948540571292e-06,09:01:19.675000
0,0.0,-0.3414894831169232,-5.000000000032756e-06,0.0,1.5412357202723168e-06,09:01:20.313000
0,-5.000000000032756e-06,-0.35544719860682894,-5.000000000032756e-06,-5.0,1.5901585200935992e-06,09:01:21.969000
0,-5.000000000032756e-06,-0.3688789368442298,-5.000000000032756e-06,-5.0,1.6358978938416492e-06,09:01:23.381000
0,-9.99999999995449e-06,-0.37039932126826897,-9.99999999995449e-06,-10.0,1.8460095483517024e-06,09:01:25.729000
0,-5.000000000032756e-06,-0.3830449375697335,-9.99999999995449e-06,-5.0,1.8805599876215245e-06,09:01:25.755000
0,0.0,-0.3812088627572535,-9.99999999995449e-06,0.0,1.8737384779647795e-06,09:01:25.974000
