,return,sharpe_ratio,max_drawdown,total_pnl,std,time
0,0.0,0.0,0.0,0.0,0.0,09:00:00
0,-8.500000000000174e-05,-0.7071067811865475,-8.500000000000174e-05,-85.0,6.0104076400857774e-05,09:00:01.571000
0,-8.500000000000174e-05,-1.1547005383792515,-8.500000000000174e-05,-85.0,4.9074772881119196e-05,09:00:01.615000
0,-8.500000000000174e-05,-1.5000000000000002,-8.500000000000174e-05,-85.0,4.2500000000000864e-05,09:00:01.619000
0,-8.500000000000174e-05,-1.7888543819998317,-8.500000000000174e-05,-85.0,3.8013155617497204e-05,09:00:01.656000
0,-0.00017000000000000348,-1.5811388300841898,-0.00017000000000000348,-170.0,5.375872022286355e-05,09:00:01.657000
0,-0.00017000000000000348,-1.6561573424216498,-0.00017000000000000348,-170.0,5.865557254410132e-05,09:00:01.721000
0,-0.0002550000000000052,-1.5008862630019921,-0.0002550000000000052,-255.0,7.787065741159846e-05,09:00:01.745000
0,-0.00034000000000000696,-1.3608276348795436,-0.00034000000000000696,-340.0,0.0001041033140682872,09:00:01.766000
0,-0.00034000000000000696,-1.3865371279199816,-0.00034000000000000696,-340.0,0.0001164772271495377,09:00:02.823000
0,-0.0004250000000000087,-1.362668902454885,-0.0004250000000000087,-425.0,0.00013609655663268446,09:00:04.408000
0,-0.0004250000000000087,-1.397028190020903,-0.0004250000000000087,-425.0,0.00014703831184938176,09:00:04.561000
0,-0.0004250000000000087,-1.449325748121233,-0.0004250000000000087,-425.0,0.00015338697500950029,09:00:05.059000
0,-0.0002550000000000052,-1.5216795711147804,-0.0004250000000000087,-255.0,0.00014762822699807208,09:00:05.104000
0,-0.0002550000000000052,-1.590934771235981,-0.0004250000000000087,-255.0,0.00014247389067408232,09:00:05.111000
0,-0.0004250000000000087,-1.6340425137397314,-0.0004250000000000087,-425.0,0.0001463012730635003,09:00:05.141000
0,-0.00034000000000000696,-1.7042833931501973,-0.0004250000000000087,-340.0,0.0001437554346798786,09:00:07.494000
0,-0.00034000000000000696,-1.7718857819268738,-0.0004250000000000087,-340.0,0.00014124938544606027,09:00:07.501000
0,-0.0002550000000000052,-1.8250091738884395,-0.0004250000000000087,-255.0,0.00013727400353593684,09:00:07.522000
0,-0.0002550000000000052,-1.8766402126547674,-0.0004250000000000087,-255.0,0.00013361644832564072,09:00:07.558000
0,-0.0004250000000000087,-1.9093846885163146,-0.0004250000000000087,-425.0,0.00013567073235981432,09:00:08.314000
0,-0.0004250000000000087,-1.9452521051991625,-0.0004250000000000087,-425.0,0.0001370469711244034,09:00:08.375000
0,-0.0004250000000000087,-1.9830197048336293,-0.0004250000000000087,-425.0,0.00013791000674525067,09:00:09.545000
0,-0.0004250000000000087,-2.0219165419522604,-0.0004250000000000087,-425.0,0.0001383794339980619,09:00:09.602000
0,-0.00034000000000000696,-2.0749999999999997,-0.0004250000000000087,-340.0,0.0001360000000000028,09:00:09.628000
0,-0.00034000000000000696,-2.126789761468449,-0.0004250000000000087,-340.0,0.00013373351803551187,09:00:09.697000
0,-0.00034000000000000696,-2.1773747810507826,-0.0004250000000000087,-340.0,0.00013157196637651595,09:00:10.161000
0,-0.00017000000000000348,-2.155527602219826,-0.0004250000000000087,-170.0,0.00013097555711218513,09:00:10.181000
0,-0.00017000000000000348,-2.1370487868859107,-0.0004250000000000087,-170.0,0.00013029570385607672,09:00:10.576000
0,-0.00017000000000000348,-2.121421417496276,-0.0004250000000000087,-170.0,0.0001295515030944206,09:00:10.625000
0,-0.00017000000000000348,-2.1082289246039547,-0.0004250000000000087,-170.0,0.0001287581295063701,09:00:10.986000
0,-0.00017000000000000348,-2.097131653103707,-0.0004250000000000087,-170.0,0.00012792771002381054,09:00:11.488000
0,-0.00017000000000000348,-2.087849752646264,-0.0004250000000000087,-170.0,0.00012706998191166537,09:00:11.889000
0,-0.00017000000000000348,-2.0801504749488924,-0.0004250000000000087,-170.0,0.0001261927938200984,09:00:12.647000
0,-0.00017000000000000348,-2.073838600449353,-0.0004250000000000087,-170.0,0.0001253024911393023,09:00:12.727000
0,-0.00017000000000000348,-2.0687491251124817,-0.0004250000000000087,-170.0,0.00012440421508196322,09:00:13.221000
0,-0.00017000000000000348,-2.064741604835056,-0.0004250000000000087,-170.0,0.00012350213673365494,09:00:13.370000
