,return,sharpe_ratio,max_drawdown,total_pnl,std,time
0,0.0,0.0,0.0,0.0,0.0,09:00:00
0,0.0,0.0,0.0,0.0,0.0,09:00:37.146000
0,0.0,0.0,0.0,0.0,0.0,09:00:39.584000
0,0.0,0.0,0.0,0.0,0.0,09:00:40.149000
0,-0.00013499999999999623,-0.447213595499958,-0.00013499999999999623,-135.0,6.0373835392492635e-05,09:00:40.172000
0,-0.00013499999999999623,-0.6454972243679027,-0.00013499999999999623,-135.0,6.971370023173157e-05,09:00:40.210000
0,-0.00013499999999999623,-0.8017837257372731,-0.00013499999999999623,-135.0,7.216053531635258e-05,09:00:40.211000
0,-0.00013499999999999623,-0.9354143466934854,-0.00013499999999999623,-135.0,7.216053531635257e-05,09:00:40.240000
0,-0.00013499999999999623,-1.0540925533894596,-0.00013499999999999623,-135.0,7.115124735378655e-05,09:00:40.241000
0,-0.00013499999999999623,-1.161895003862225,-0.00013499999999999623,-135.0,6.971370023173155e-05,09:00:40.274000
0,-0.00026999999999999247,-1.1246431142310664,-0.00026999999999999247,-270.0,8.730042174218411e-05,09:00:40.425000
0,-0.00026999999999999247,-1.16105091003206,-0.00026999999999999247,-270.0,9.68949759463092e-05,09:00:40.875000
0,-0.00026999999999999247,-1.2152872405003998,-0.00026999999999999247,-270.0,0.00010253986091721839,09:00:40.897000
0,-0.00013499999999999623,-1.2719356603248024,-0.00026999999999999247,-135.0,9.855619805889243e-05,09:00:40.924000
0,-0.00026999999999999247,-1.3228756555322954,-0.00026999999999999247,-270.0,0.0001020504077124885,09:00:40.939000
0,-0.00026999999999999247,-1.3764693357165034,-0.00026999999999999247,-270.0,0.00010420682559218179,09:00:40.951000
0,-0.00026999999999999247,-1.4306555618459253,-0.00026999999999999247,-270.0,0.00010546378664791544,09:00:40.958000
0,-0.00026999999999999247,-1.4844876906541544,-0.00026999999999999247,-270.0,0.00010609720847910275,09:00:40.960000
0,-0.00026999999999999247,-1.537514986484473,-0.00026999999999999247,-270.0,0.0001062890795004454,09:00:40.961000
0,-0.00026999999999999247,-1.589526893349355,-0.00026999999999999247,-270.0,0.00010616366461369868,09:00:40.992000
0,-0.00026999999999999247,-1.6404358872971008,-0.00026999999999999247,-270.0,0.00010580811473066003,09:00:41.029000
0,-0.00026999999999999247,-1.6902196442505388,-0.00026999999999999247,-270.0,0.00010528486404703184,09:00:41.144000
0,-0.00026999999999999247,-1.738890858784502,-0.00026999999999999247,-270.0,0.00010463941472802632,09:00:41.167000
0,-0.00026999999999999247,-1.7864808315422505,-0.00026999999999999247,-270.0,0.00010390539698080426,09:00:41.171000
0,-0.00026999999999999247,-1.833030277982336,-0.00026999999999999247,-270.0,0.00010310795313650352,09:00:41.204000
0,-0.00026999999999999247,-1.8785840839433974,-0.00026999999999999247,-270.0,0.00010226605572645093,09:00:41.388000
0,-0.00026999999999999247,-1.9231882899636212,-0.00026999999999999247,-270.0,0.00010139412818683663,09:00:41.584000
0,-0.00026999999999999247,-1.966888366576373,-0.00026999999999999247,-270.0,0.00010050319824335093,09:00:41.618000
0,-0.00026999999999999247,-2.009728251654566,-0.00026999999999999247,-270.0,9.960173154171478e-05,09:00:41.618000
0,-0.00026999999999999247,-2.051749843269116,-0.00026999999999999247,-270.0,9.869624246070121e-05,09:00:41.792000
0,-0.00026999999999999247,-2.09299276641221,-0.00026999999999999247,-270.0,9.77917471285337e-05,09:00:42.371000
0,-0.00026999999999999247,-2.13349430400118,-0.00026999999999999247,-270.0,9.689210306880664e-05,09:00:42.892000
0,-0.00026999999999999247,-2.1732894251420167,-0.00026999999999999247,-270.0,9.600026633485513e-05,09:00:44.021000
0,-0.00026999999999999247,-2.21241086927191,-0.00026999999999999247,-270.0,9.511848788730511e-05,09:00:44.282000
0,-0.00026999999999999247,-2.2508892605044317,-0.00026999999999999247,-270.0,9.424846475801716e-05,09:00:44.646000
0,-0.00026999999999999247,-2.2887532362513605,-0.00026999999999999247,-270.0,9.33914572416225e-05,09:00:46.952000
0,-0.00026999999999999247,-2.326029580314205,-0.00026999999999999247,-270.0,9.25483803353804e-05,09:00:46.977000
0,-0.00026999999999999247,-2.362743354508351,-0.00026999999999999247,-270.0,9.171987550077246e-05,09:00:46.977000
0,-0.0007249999999999757,-1.8874784093580512,-0.0007249999999999757,-725.0,0.00012171985046532062,09:00:46.977000
0,-0.0007249999999999757,-1.6882846274497423,-0.0007249999999999757,-725.0,0.0001434147987035443,09:00:47.010000
0,-0.0011799999999999589,-1.3007163089392084,-0.0011799999999999589,-1180.0,0.00020373389506902654,09:00:47.010000
0,-0.0011799999999999589,-1.1666339985115326,-0.0011799999999999589,-1180.0,0.00024582320989411033,09:00:47.012000
0,-0.0011799999999999589,-1.1044644752098054,-0.0011799999999999589,-1180.0,0.0002784681141296557,09:00:47.013000
0,-0.0011799999999999589,-1.0733107884595658,-0.0011799999999999589,-1180.0,0.00030502475811896397,09:00:47.020000
0,-0.0011799999999999589,-1.0583763130564792,-0.0011799999999999589,-1180.0,0.0003272308053958128,09:00:47.021000
0,-0.0011799999999999589,-1.05293302184016,-0.0011799999999999589,-1180.0,0.0003461345728355789,09:00:47.086000
0,-0.0011799999999999589,-1.0534667117062149,-0.0011799999999999589,-1180.0,0.0003624305413693627,09:00:47.092000
0,-0.0011799999999999589,-1.0579611287652633,-0.0011799999999999589,-1180.0,0.0003766088272685407,09:00:47.124000
0,-0.0011799999999999589,-1.0651780988502817,-0.0011799999999999589,-1180.0,0.00038903142634016236,09:00:47.173000
0,-0.0011799999999999589,-1.0743171126582505,-0.0011799999999999589,-1180.0,0.0003999750119745858,09:00:47.664000
0,-0.0011799999999999589,-1.0848393742685964,-0.0011799999999999589,-1180.0,0.00040965674296758675,09:00:48.732000
0,-0.0011799999999999589,-1.096370364367905,-0.0011799999999999589,-1180.0,0.00041825071819781595,09:00:48.908000
0,-0.0011799999999999589,-1.1086428243762183,-0.0011799999999999589,-1180.0,0.0004258989468374608,09:00:48.913000
0,-0.0011799999999999589,-1.121461852747966,-0.0011799999999999589,-1180.0,0.0004327189342987147,09:00:48.968000
0,-0.0011799999999999589,-1.1346827178421999,-0.0011799999999999589,-1180.0,0.000438809090047601,09:00:48.969000
0,-0.0011799999999999589,-1.1481962971425397,-0.0011799999999999589,-1180.0,0.00044425268308537783,09:00:49.307000
0,-0.0011799999999999589,-1.1619192562997045,-0.0011799999999999589,-1180.0,0.000449120799430608,09:00:49.594000
0,-0.0011799999999999589,-1.1757872660107538,-0.0011799999999999589,-1180.0,0.00045347459577566105,09:00:49.596000
0,-0.0011799999999999589,-1.1897502187578741,-0.0011799999999999589,-1180.0,0.00045736704544670806,09:00:50.921000
0,-0.0011799999999999589,-1.2037687934456713,-0.0011799999999999589,-1180.0,0.0004608443108182458,09:00:50.921000
0,-0.0011799999999999589,-1.2178119476552864,-0.0011799999999999589,-1180.0,0.0004639468360347455,09:00:50.999000
0,-0.0011799999999999589,-1.2318550602577698,-0.0011799999999999589,-1180.0,0.00046671022702815925,09:00:51.367000
0,-0.0011799999999999589,-1.2458785376669002,-0.0011799999999999589,-1180.0,0.0004691659675094822,09:00:51.894000
0,-0.0011799999999999589,-1.259866755627849,-0.0011799999999999589,-1180.0,0.00047134200688075825,09:00:52.100000
0,-0.0011799999999999589,-1.2738072471649338,-0.0011799999999999589,-1180.0,0.00047326324700056965,09:00:52.972000
0,-0.0011799999999999589,-1.2876900733723697,-0.0011799999999999589,-1180.0,0.00047495194825038537,09:00:53.583000
0,-0.0011799999999999589,-1.3015073315649655,-0.0011799999999999589,-1180.0,0.0004764280706126007,09:00:57.336000
0,-0.0011799999999999589,-1.315252767696698,-0.0011799999999999589,-1180.0,0.00047770956196480774,09:00:58.344000
0,-0.0011799999999999589,-1.328921468686509,-0.0011799999999999589,-1180.0,0.00047881260316682346,09:01:00.719000
0,-0.0011799999999999589,-1.3425096165233754,-0.0011799999999999589,-1180.0,0.00047975181752464753,09:01:01.872000
0,-0.0011799999999999589,-1.3560142905252215,-0.0011799999999999589,-1180.0,0.00048054045068909054,09:01:01.914000
0,-0.0011799999999999589,-1.369433307415076,-0.0011799999999999589,-1180.0,0.00048119052586587964,09:01:02.223000
0,-0.0011799999999999589,-1.3827650913050094,-0.0011799999999999589,-1180.0,0.00048171297829213824,09:01:02.853000
0,-0.0011799999999999589,-1.396008567486835,-0.0011799999999999589,-1180.0,0.0004821177722083464,09:01:03.040000
0,-0.0011799999999999589,-1.409163075288104,-0.0011799999999999589,-1180.0,0.00048241400297903186,09:01:03.082000
0,-0.0011799999999999589,-1.422228296282609,-0.0011799999999999589,-1180.0,0.0004826099865551792,09:01:03.108000
0,-0.0011799999999999589,-1.4352041949321221,-0.0011799999999999589,-1180.0,0.0004827133381009592,09:01:03.351000
0,-0.0011799999999999589,-1.448090969342228,-0.0011799999999999589,-1180.0,0.0004827310413074152,09:01:03.519000
0,-0.0011799999999999589,-1.4608890102849346,-0.0011799999999999589,-1180.0,0.00048266950967132535,09:01:03.853000
0,-0.0011799999999999589,-1.473598867007229,-0.0011799999999999589,-1180.0,0.00048253464081720666,09:01:04.103000
0,-0.0011799999999999589,-1.4862212186324488,-0.0011799999999999589,-1180.0,0.0004823318647754478,09:01:04.519000
0,-0.0011799999999999589,-1.4987568501884678,-0.0011799999999999589,-1180.0,0.00048206618699298795,09:01:04.716000
